108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029015,108029015,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029031,108029031,0,0
108029109,108029109,0,0
108029109,108029109,0,0
108029109,108029109,0,0
108029109,108029109,0,0
108029109,108029109,0,0
108029109,108029109,187,0
108029296,108029296,0,0
108029296,108029296,0,0
108029296,108029296,0,0
108029296,108029296,0,0
108029296,108029296,0,0
108029296,108029296,0,0
108029296,108029296,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,1082368
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029390,108029390,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,1084416
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029468,108029468,0,0
108029531,108029531,0,0
108029531,108029531,0,0
108029531,108029531,0,0
108029531,108029531,0,0
108029531,108029531,0,0
108029531,108029531,15,2321408
108029546,108029546,0,0
108029546,108029546,0,0
108029546,108029546,0,0
108029546,108029546,0,0
108029546,108029546,0,0
108029546,108029546,0,0
108029546,108029546,0,0
108029609,108029609,0,0
108029609,108029609,0,0
108029609,108029609,0,0
108029609,108029609,0,0
108029609,108029609,0,0
108029609,108029609,0,1050624
108029609,108029609,0,0
