378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,0,0
378606343,378606343,250,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,499296
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,491520
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,505952
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,0
378606593,378606593,0,498880
378606593,378606593,0,0
378606593,378606593,16,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,502080
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,493312
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,504864
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,506400
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,499520
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,491264
378606609,378606609,0,0
378606609,378606609,0,0
378606609,378606609,0,0
